FECHAHORA,HARDWARE_NAME,LLDP_RID1_SWITCH_PORTDESCR,LLDP_RID1_SWITCH_SYSNAME,p4k_FREQUENT_USERS
18-01-2022,S4PL4597,PC Port,SEP2C0BE904935F.asepeyo.site,1340->38
18-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,23415->27;27397->25;12907->21
18-01-2022,S4AU7137,gi12,SW-AMU139V0-36,81249->6;26239->5;81241->5
18-01-2022,S4PL3167,-,-,12794->6;2254->2
18-01-2022,S4PL3110,-,-,6257->4;9938->4;26937->3
18-01-2022,S4AU6938,gi9,SW-AMU139V0-7,7305->23;15192->11;23415->11
18-01-2022,PC053VFH,-,-,80734->44;84001->14;84005->1
18-01-2022,S4AY2975,-,-,22421->98;27083->39;81828->9
18-01-2022,S4AV0275,Device Port 2,(empty),6877->42;23299->26;25917->18
18-01-2022,S4AY2968,gi5,SW-AMU139V0-13,27315->34
18-01-2022,S4AY3020,PC Port,SEP247E12BF84C4.asepeyo.site,23613->8;3188->6;6257->6
18-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->22;6425->14;6669->8
18-01-2022,S4PL4528,gi9,SW-AMU139V0-13,3511->19
18-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->34;24827->19;23331->11
18-01-2022,S4PL3954,PC Port,SEPB4A8B969C80B.asepeyo.site,10379->22;6200->10;24027->7
18-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->65;22421->13;23913->5
18-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->79
18-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->40
18-01-2022,S4AV0482,gi8,SW-AMU139V0-29,2349->27;6074->18;24369->13
18-01-2022,S4AY2857,gi5,SW-AMU139V0-17,1343->15
18-01-2022,S4PL9025,gi11,SW-AMU139V0-9,26201->6;1359->1
18-01-2022,S4PL4759,gi17,SW-AMU139V0-12,15611->23
18-01-2022,S4AY2996,gi5,SW-AMU139V0-5,11483->27;1343->3;6088->1
18-01-2022,S4AY2861,gi2,SW-AMU139V0-5,12072->43;9952->1
18-01-2022,PC053VKB,-,-,27443->25;24673->8;26239->7
18-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->79
18-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->35;12777->10;9494->8
18-01-2022,S4AU7083,PC Port,SEP247E12BF778A.asepeyo.site,1370->20;27413->17;10934->11
18-01-2022,S4AY2987,gi13,SW-AMU139V0-5,23715->42
18-01-2022,S4PL4059,-,-,1358->29
18-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->35;6935->30;25917->8
18-01-2022,S4PL4540,gi1,SW-AMU139V0-12,1363->17
18-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->28;27729->28;15192->12
18-01-2022,S4PL4373,-,-,1325->16
18-01-2022,S4AY2903,-,-,26113->35
18-01-2022,S4PL4530,gi14,SW-AMU139V0-12,3048->24
18-01-2022,S4PL4774,gi13,SW-AMU139V0-3,1366->34
18-01-2022,S4AY2926,-,-,1346->36;23447->34;1349->27
18-01-2022,S4PL4563,gi6,SW-AMU139V0-23,4324->22
18-01-2022,S4PL4073,gi12,SW-AMU139V0-7,6395->13;12907->10;15192->10
18-01-2022,S4AY2968,gi5,SW-AMU139V0-13,27315->34
18-01-2022,S4AU7298,-,-,9747->29;1309->27
18-01-2022,S4AY2978,PC Port,SEPB4A8B969C9D7.asepeyo.site,1182->41
18-01-2022,S4PL4543,PC Port,SEP247E12BE6E0F.asepeyo.site,1155->18;81755->4;81683->3
18-01-2022,S4PL4056,gi16,SW-AMU139V0-28,25595->37
18-01-2022,S4AY2882,gi8,SW-AMU139V0-32,9747->33;23331->1
18-01-2022,S4PL4531,gi15,SW-AMU139V0-3,6616->25;27257->2
18-01-2022,S4AU7205,PC Port,SEP247E12BF848A.asepeyo.site,81073->38;80492->19
18-01-2022,S4AU7149,gi11,SW-AMU139V0-20,1336->36
18-01-2022,S4PL9049,PC Port,SEP247E12BF8947.asepeyo.site,6341->37
18-01-2022,S4PL8700,gi14,SW-AMU139V0-13,3802->21
18-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->16;6934->8;20849->7
18-01-2022,S4PL3942,gi1,SW-AMU139V0-19,1330->33
18-01-2022,S4PL8707,gi1,SW-AMU139V0-32,1288->34
18-01-2022,S4PL4539,gi4,SW-AMU139V0-12,4529->18
18-01-2022,S4AY2908,-,-,10934->23;23913->19;1370->15
18-01-2022,S4PL3815,-,-,6129->42
18-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->54;20623->41;25793->30
18-01-2022,S4PL8703,PC Port,SEP247E12BF7662.asepeyo.site,4222->29;26481->5
18-01-2022,S4PL4527,gi17,SW-AMU139V0-5,4212->28
18-01-2022,S4AU7149,gi11,SW-AMU139V0-20,1336->36
18-01-2022,S4AY2961,-,-,9937->23;22389->5;12028->4
18-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->28;27729->27;15192->12
18-01-2022,S4AY2907,gi4,SW-AMU139V0-5,1370->29;12487->2;23913->2
18-01-2022,S4AY2880,gi17,SW-AMU139V0-20,0838->30
18-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->28;81867->21;81910->14
18-01-2022,S4PL3954,PC Port,SEPB4A8B969C80B.asepeyo.site,10379->21;6200->10;24027->7
18-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->36;12777->10;23415->7
17-01-2022,S4PL8837,-,-,7368->18;11214->17;6200->12
17-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->24;81071->19;80400->7
17-01-2022,S4PL3941,-,-,23611->54;20623->41;25793->30
17-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->26;6186->24;21211->21
17-01-2022,S4PL3954,-,-,10379->21;6200->9;24027->7
17-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->31;1305->24;11971->18
17-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->26;27705->18
17-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->26;6186->24;21211->21
17-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->28;27729->27;15192->12
17-01-2022,S4AY2926,-,-,1346->36;23447->34;20781->27
17-01-2022,S4AY3020,-,-,23613->8;3188->6;6257->6
17-01-2022,S4PL8663,-,-,1220->30;10287->21;9124->11
17-01-2022,S4PL4067,gi5,SW-AMU139V0-25,14621->10;24673->9;25419->9
17-01-2022,S4PL4595,-,-,6669->7;6673->6;14350->5
17-01-2022,S4PL4545,-,-,3115->36
17-01-2022,S4PL4067,gi5,SW-AMU139V0-25,14621->10;24673->9;25419->9
17-01-2022,S4AU7145,-,-,15131->16;6934->8;20849->7
17-01-2022,S4AU7205,PC Port,SEP247E12BF848A.asepeyo.site,81073->37;80492->19
17-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->16;6934->8;20849->7
17-01-2022,S4PL3746,gi9,SW-AMU139V0-34,27095->37
17-01-2022,PC053VEM,-,-,24227->31;26589->29;80790->16
17-01-2022,S4PL8751,Port 2,SEPDC774C952927,23613->6;1350->4;25679->4
17-01-2022,PC053VDS,gi7,SW-AMU139V0-5,3115->3;27095->1;22473->1
17-01-2022,PC053VFH,-,-,80734->44;84001->14;84005->1
17-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->10;4324->9;14621->7
17-01-2022,PC053VEM,-,-,24227->31;26589->28;80790->16
17-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->10;4324->9;14621->7
17-01-2022,S4AU6938,gi9,SW-AMU139V0-7,7305->22;15192->11;23415->11
17-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->29;26809->9;26239->7
17-01-2022,S4PL4067,gi5,SW-AMU139V0-25,14621->10;24673->9;25419->9
17-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->41;1251->22;20069->1
17-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->32;1305->24;11971->18
17-01-2022,S4AV0482,-,-,2349->26;6074->18;24369->13
17-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->34;24827->19;23331->12
17-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->28;6186->24;15068->21
17-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->97;27083->39;81828->9
17-01-2022,S4PL3954,-,-,10379->21;6200->8;24027->7
17-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->23;12028->5;22389->5
17-01-2022,S4AY2908,-,-,10934->23;23913->19;1370->14
17-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->36;23447->34;20781->27
17-01-2022,S4AU9072,-,-,3860->5;26937->4;6188->3
17-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->28;27729->27;15192->12
17-01-2022,S4PL3873,-,-,23415->27;27397->25;12907->21
17-01-2022,S4PL4073,gi12,SW-AMU139V0-7,6395->12;12907->10;15192->10
17-01-2022,S4AU7083,-,-,1370->21;27413->17;1349->12
17-01-2022,S4PL5076,-,-,1230->13;24273->9;23613->4
17-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->35;6935->30;25917->8
17-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->16;6934->8;20849->7
17-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->16;6934->8;20849->7
17-01-2022,S4AV0275,Device Port 2,(empty),6877->43;23299->26;25917->19
17-01-2022,S4PL9049,-,-,6341->37
17-01-2022,S4PL4554,-,-,1359->36
17-01-2022,S4PL4467,-,-,23877->5;23287->3;27333->1
17-01-2022,S4PL4759,gi17,SW-AMU139V0-12,15611->22
17-01-2022,S4AU5155,-,-,9862->16;24369->6;14457->3
17-01-2022,S4PL4561,gi21,SW-AMU139V0-31,26937->12;27333->3;23287->3
17-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->34;24827->18;23331->12
17-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->24;81071->19;80400->7
17-01-2022,S4AU7258,-,-,4003->35;6935->30;25917->8
17-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->65;22421->14;23913->5
17-01-2022,S4PL3110,PC Port,SEPF87B204FFA2D.asepeyo.site,9938->5;6257->4;26937->3
17-01-2022,S4PL3818,gi5,SW-AMU139V0-26,27333->10;80289->8;23877->4
17-01-2022,PC053VLA,eth0,SEP70B3171DE5F4,10572->14
17-01-2022,S4PL4550,-,-,3192->11
17-01-2022,S4PL3953,gi2,SW-AMU139V0-28,3280->12;1366->6;81901->6
17-01-2022,S4AY2986,-,-,1277->28;4070->24;27705->18
17-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->28;81867->21;81910->14
17-01-2022,S4PL3741,gi2,SW-AMU139V0-30,80209->10;81249->9;13614->7
17-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->96;27083->39;81828->10
17-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->40;1251->22;20069->1
17-01-2022,S4PL8837,-,-,7368->18;11214->17;27079->12
17-01-2022,S4AV0275,Device Port 2,(empty),6877->42;23299->26;25917->19
17-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->32;1305->24;11971->18
17-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->96;27083->39;81828->10
17-01-2022,S4AV0275,-,-,6877->42;23299->26;25917->19
17-01-2022,S4PL9025,-,-,26201->5;1359->1
17-01-2022,S4PL3822,gi3,SW-AMU139V0-4,7452->36
17-01-2022,S4AY2980,gi21,SW-AMU139V0-30,6074->12
17-01-2022,S4AU7293,-,-,6061->30;10287->4;1220->2
17-01-2022,S4PL4066,gi18,SW-AMU139V0-32,25397->6
17-01-2022,S4PL4065,-,-,6162->31;7083->5;6129->1
17-01-2022,S4PL4056,gi16,SW-AMU139V0-28,25595->37
17-01-2022,S4PL4550,gi7,SW-AMU139V0-32,3192->11
17-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->23;6425->15;6669->8
17-01-2022,S4PL4774,gi13,SW-AMU139V0-3,1366->34
17-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->23;6425->15;6669->8
17-01-2022,S4AU7283,gi7,SW-AMU139V0-36,24273->3;9938->3;13614->2
17-01-2022,S4PL9025,gi11,SW-AMU139V0-9,26201->4;1359->1
17-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->10;4324->10;81244->8
17-01-2022,S4PL4072,gi3,SW-AMU139V0-31,13614->3
17-01-2022,PC053VFC,gi1,SW-AMU139V0-5,9952->34
17-01-2022,S4PL3814,-,-,21459->33
17-01-2022,S4AU7842,PC Port,SEPEC1D8B2A3C7E.asepeyo.site,20069->44
17-01-2022,S4AU9072,gi19,SW-AMU139V0-27,3860->5;26937->4;6188->3
17-01-2022,S4PL3270,-,-,12391->29;14043->14;6061->12
17-01-2022,S4PL4067,gi5,SW-AMU139V0-25,14621->10;24673->9;25419->9
17-01-2022,S4PL3941,-,-,23611->56;20623->41;25793->31
17-01-2022,S4AV0092,gi17,SW-AMU139V0-25,15548->19;1370->7
17-01-2022,S4M80643,gi13,SW-AMU139V0-17,5095->33;1358->2
17-01-2022,S4PL4686,PC Port,SEP247E12BF6687.asepeyo.site,26271->28;27763->11
17-01-2022,S4PL3951,gi9,SW-AMU139V0-26,1288->8;1340->6;24673->6
17-01-2022,S4PL4559,-,-,26271->18;81904->4;27763->2
17-01-2022,S4PL4545,gi9,SW-AMU139V0-17,3115->36
17-01-2022,S4AU4974,gi15,SW-AMU139V0-30,26481->42;25917->9;14457->8
17-01-2022,S4PL4868,gi20,SW-AMU139V0-26,23877->4;23287->3;27333->3
17-01-2022,S4AY2918,-,-,6454->78
17-01-2022,S4PL8663,-,-,1220->30;10287->21;9124->11
17-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->24;12028->5;22389->5
17-01-2022,S4J96760,-,-,23691->31
17-01-2022,S4PL3933,gi11,SW-AMU139V0-27,1275->23;1254->5;1351->2
17-01-2022,S4PL3270,PC Port,SEP247E12BF7684.asepeyo.site,12391->30;14043->14;6061->11
17-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->27;6186->24;21211->22
17-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->23;12028->5;22389->5
17-01-2022,S4PL3954,-,-,10379->21;6200->8;24027->7
17-01-2022,S4AY2987,-,-,23715->44
17-01-2022,PC053V7Z,gi12,SW-AMU139V0-8,24227->10;26589->6;80790->1
17-01-2022,S4PL3270,PC Port,SEP247E12BF7684.asepeyo.site,12391->30;14043->14;6061->10
17-01-2022,S4PL3746,gi9,SW-AMU139V0-34,27095->36
17-01-2022,S4PL4187,-,-,11091->2;27443->1
17-01-2022,S4AY2987,gi13,SW-AMU139V0-5,23715->43
17-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->64;22421->14;23913->5
17-01-2022,S4PL3819,-,-,3159->14;26271->1
17-01-2022,S4PL4595,-,-,6669->7;6673->6;14350->5
17-01-2022,S4AY3020,-,-,23613->8;3188->6;6257->6
17-01-2022,S4PL4759,gi17,SW-AMU139V0-12,15611->22
17-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->77
17-01-2022,S4PL4190,gi4,SW-AMU139V0-32,27257->34
17-01-2022,S4PL4060,-,-,9986->2;5245->2
17-01-2022,S4PL4685,gi15,SW-AMU139V0-31,1230->5
17-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->36;12777->9;23415->7
17-01-2022,S4AV0482,-,-,2349->26;6074->17;24369->13
17-01-2022,PC053VFH,-,-,80734->44;84001->14;84005->1
17-01-2022,S4PL4540,gi1,SW-AMU139V0-12,1363->17
17-01-2022,S4PL8838,gi7,SW-AMU139V0-12,4139->18
17-01-2022,S4PL4073,gi12,SW-AMU139V0-7,6395->12;12907->10;15192->10
17-01-2022,S4PL4528,gi9,SW-AMU139V0-13,3511->19
17-01-2022,S4PL8703,-,-,4222->28;26481->5
17-01-2022,S4AU7258,-,-,4003->35;6935->30;25917->8
17-01-2022,S4AU6938,gi9,SW-AMU139V0-7,7305->22;15192->13;23415->11
17-01-2022,S4PL8751,Port 2,SEPDC774C952927,23613->6;1350->4;25679->4
17-01-2022,S4AV0220,-,-,6891->28;9124->13;25441->2
17-01-2022,PC053VEM,-,-,24227->31;26589->28;80790->16
17-01-2022,S4AY2994,-,-,25433->5;10194->2;13588->1
17-01-2022,S4PL4597,PC Port,SEP2C0BE904935F.asepeyo.site,1340->38
17-01-2022,S4AU6938,gi9,SW-AMU139V0-7,7305->21;15192->13;23415->11
17-01-2022,S4AU6626,PC Port,SEP2C0BE904B2E3.asepeyo.site,23701->36;23571->5;3261->2
17-01-2022,S4AU7083,PC Port,SEP247E12BF778A.asepeyo.site,1370->21;27413->17;1349->12
17-01-2022,S4AY2975,-,-,22421->96;27083->39;81828->10
17-01-2022,S4AY2926,-,-,1346->36;23447->34;20781->27
17-01-2022,S4AU7137,-,-,81249->6;26239->5;81241->5
17-01-2022,S4AU7083,-,-,1370->21;27413->17;1349->12
17-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->33;24827->18;23331->12
17-01-2022,PC053VKB,PC Port,SEP247E12BF7797.asepeyo.site,27443->25;24673->8;26239->7
17-01-2022,S4AY2861,gi2,SW-AMU139V0-5,12072->43;9952->1
17-01-2022,S4PL9025,-,-,26201->3;1359->1
17-01-2022,S4AY2996,gi5,SW-AMU139V0-5,11483->26;1343->3;6088->1
17-01-2022,S4PL4059,gi13,SW-AMU139V0-6,1358->28
17-01-2022,S4AY2987,gi13,SW-AMU139V0-5,23715->42
17-01-2022,S4PL4543,-,-,1155->18;81755->4;81683->3
17-01-2022,S4AY2903,gi9,SW-AMU139V0-16,26113->36
17-01-2022,S4AY2861,gi2,SW-AMU139V0-5,12072->42;9952->1
17-01-2022,S4PL4373,gi6,SW-AMU139V0-12,1325->15
17-01-2022,S4PL8700,gi14,SW-AMU139V0-13,3802->21
17-01-2022,S4PL4531,gi15,SW-AMU139V0-3,6616->24;27257->2
17-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->28;27729->27;15192->12
17-01-2022,S4AY2968,gi5,SW-AMU139V0-13,27315->34
17-01-2022,S4AY2882,gi8,SW-AMU139V0-32,9747->34;23331->1
17-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->40
17-01-2022,S4PL3948,gi3,SW-AMU139V0-10,26251->21
17-01-2022,S4PL3827,gi13,SW-AMU139V0-23,3280->30
17-01-2022,S4AY2978,-,-,1182->40
17-01-2022,S4AU7298,gi12,SW-AMU139V0-34,9747->29;1309->28
17-01-2022,S4PL8689,-,-,7083->22
17-01-2022,S4PL5078,-,-,1374->18;3802->1
17-01-2022,S4PL4530,gi14,SW-AMU139V0-12,3048->23
17-01-2022,S4PL3815,-,-,6129->43
17-01-2022,S4PL8707,gi1,SW-AMU139V0-32,1288->34
17-01-2022,S4PL4539,-,-,4529->18
17-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->56;20623->40;25793->32
17-01-2022,S4AY2908,PC Port,SEP247E12BF77A1.asepeyo.site,10934->23;23913->19;1370->14
17-01-2022,S4AU7145,-,-,15131->16;6934->8;20849->7
17-01-2022,S4PL4698,gi13,SW-AMU139V0-32,25747->31
17-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->27;4070->24;27705->18
17-01-2022,S4AU7205,PC Port,SEP247E12BF848A.asepeyo.site,81073->38;80492->18
17-01-2022,S4PL4527,-,-,4212->28
17-01-2022,S4PL4547,-,-,4923->15
17-01-2022,S4PL3942,gi1,SW-AMU139V0-19,1330->34
17-01-2022,PC053VFB,-,-,84005->60
17-01-2022,S4PL3954,-,-,10379->21;6200->8;24027->7
17-01-2022,S4AU7149,gi11,SW-AMU139V0-20,1336->36
17-01-2022,S4PL3938,-,-,11875->32;1305->24;11971->18
17-01-2022,S4AY2880,gi17,SW-AMU139V0-20,0838->31
17-01-2022,S4AY2907,gi4,SW-AMU139V0-5,1370->30;23913->2;12487->2
17-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->37;23447->34;20781->27
17-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->29;26809->9;26239->7
16-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->27;6186->24;21211->22
16-01-2022,S4PL3938,-,-,11875->33;1305->24;11971->17
16-01-2022,S4AY2986,-,-,1277->27;4070->25;27705->18
16-01-2022,S4AY2986,-,-,1277->27;4070->25;27705->18
16-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,23415->27;27397->25;12907->21
16-01-2022,S4AY2926,-,-,1346->38;23447->34;20781->27
16-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->24;81071->19;80400->7
16-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->30;27729->26;15192->12
16-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->56;20623->40;25793->32
16-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->27;6186->23;15068->22
16-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->24;81071->19;80400->7
16-01-2022,S4PL3954,-,-,10379->21;6200->8;24027->7
16-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->27;4070->25;27705->18
16-01-2022,S4PL4067,gi5,SW-AMU139V0-25,14621->10;24673->9;25419->9
16-01-2022,S4AU7283,gi7,SW-AMU139V0-36,24273->3;9938->3;13614->2
16-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->30;81867->21;81910->13
16-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->16;6934->8;20849->7
16-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->25;27705->18
16-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->24;81071->19;80400->7
16-01-2022,S4AV0482,gi8,SW-AMU139V0-29,2349->25;6074->18;24369->13
16-01-2022,S4PL3941,-,-,23611->58;20623->40;25793->33
16-01-2022,S4PL3873,-,-,23415->26;27397->25;14681->22
16-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->28;21211->23;6186->23
16-01-2022,S4PL3941,-,-,23611->58;20623->40;25793->33
16-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->34;1305->25;11971->16
16-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->38;23447->34;20781->27
16-01-2022,S4AV0105,-,-,9986->28;21211->23;6186->23
16-01-2022,PC053VFB,PC Port,SEP247E12BF8BCC.asepeyo.site,84005->60
16-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->23;81071->19;80400->7
15-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->23;81071->19;80400->6
15-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->29;26809->10;26239->7
15-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->28;21211->23;15068->22
15-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->34;1305->25;11971->16
15-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->28;21211->23;15068->22
15-01-2022,PC053VFH,PC Port,SEPB4A8B969C86C.asepeyo.site,80734->44;84001->14;84005->1
15-01-2022,S4AY2926,-,-,1346->38;23447->33;20781->28
15-01-2022,S4PL3941,-,-,23611->59;20623->40;25793->32
15-01-2022,S4PL3873,-,-,23415->27;27397->25;14681->23
15-01-2022,S4PL3954,-,-,10379->22;24027->8;6200->8
15-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;21211->23;15068->22
15-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->34;1305->25;11971->15
15-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->25;27705->18
15-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->21;11214->18;27079->14
15-01-2022,PC053VFB,-,-,84005->60
15-01-2022,S4AV0275,-,-,6877->44;23299->26;25917->23
15-01-2022,S4AU7772,-,-,6615->4;6058->1
15-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->31;81867->20;81910->13
15-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,23415->27;27397->25;14681->23
15-01-2022,S4PL3941,-,-,23611->61;20623->40;25793->31
15-01-2022,S4PL3941,-,-,23611->61;20623->40;25793->30
15-01-2022,S4AY2986,-,-,1277->28;4070->25;27705->18
15-01-2022,S4PL3941,-,-,23611->61;20623->40;25793->29
15-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;21211->23;15068->22
15-01-2022,S4AV0275,Device Port 2,(empty),6877->44;23299->25;25917->23
15-01-2022,S4PL3938,-,-,11875->34;1305->26;11971->15
15-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->23;81071->20;80492->5
15-01-2022,S4AY2926,-,-,1346->38;23447->33;20781->28
15-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->22;11214->18;27079->14
15-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->29;26809->10;26239->7
15-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->28;26809->10;26239->7
15-01-2022,S4AY2926,-,-,1346->38;23447->33;20781->29
15-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;21211->23;15068->22
14-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->61;20623->40;25793->29
14-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;21211->23;15068->22
14-01-2022,S4PL3938,-,-,11875->34;1305->26;11971->15
14-01-2022,S4PL3873,-,-,23415->27;27397->25;14681->24
14-01-2022,S4AY2926,-,-,1346->38;23447->33;20781->29
14-01-2022,S4PL4067,gi5,SW-AMU139V0-25,14621->10;24673->9;25419->8
14-01-2022,S4AV0275,Device Port 2,(empty),6877->44;23299->25;25917->23
14-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;21211->23;15068->22
14-01-2022,S4AV0146,-,-,12777->30;27729->26;6395->14
14-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->28;26809->10;26239->7
14-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->61;20623->40;25793->29
14-01-2022,S4AV0220,-,-,6891->29;9124->14;25441->2
14-01-2022,S4PL3954,-,-,10379->23;24027->9;6200->8
14-01-2022,S4PL8837,-,-,7368->22;11214->18;27079->14
14-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->26;6425->15;1351->10
14-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->11;4324->10;81244->8
14-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->11;4324->10;81244->8
14-01-2022,S4PL3818,gi5,SW-AMU139V0-26,27333->10;80289->8;23877->5
14-01-2022,PC053VFH,-,-,80734->45;84001->13;84005->1
14-01-2022,S4PL3818,gi5,SW-AMU139V0-26,27333->10;80289->7;23877->5
14-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->25;27705->18
14-01-2022,S4AU9072,gi19,SW-AMU139V0-27,26937->5;3860->4;6188->3
14-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->30;27729->26;6395->14
14-01-2022,PC053VEM,-,-,24227->31;26589->30;80790->16
14-01-2022,S4PL3953,-,-,3280->11;1366->7;81901->6
14-01-2022,S4AY2908,-,-,10934->24;23913->20;1370->13
14-01-2022,S4AY2926,-,-,1346->38;23447->33;20781->29
14-01-2022,S4AU7083,PC Port,SEP247E12BF778A.asepeyo.site,1370->25;27413->17;1349->13
