FECHAHORA,HARDWARE_NAME,LLDP_RID1_SWITCH_PORTDESCR,LLDP_RID1_SWITCH_SYSNAME,p4k_FREQUENT_USERS
09-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->28;27729->20;6395->14
09-01-2022,S4PL3938,-,-,11875->41;1305->24;6186->17
09-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->39;20781->31;23447->29
09-01-2022,S4PL8837,-,-,7368->25;11214->19;27079->14
09-01-2022,S4AY2986,-,-,1277->25;4070->24;27705->17
09-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->25;21211->21
09-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->25;11214->19;27079->14
09-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->22;81071->19;80492->5
09-01-2022,S4AU7423,gi8,SW-AMU139V0-19,1306->30
09-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->59;20623->36;25793->31
09-01-2022,S4AY2986,-,-,1277->25;4070->23;27705->17
09-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->24;21211->21
09-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,14681->27;23415->26;7305->26
09-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->35;6935->31;25917->8
09-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->24;6186->18
09-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->34;81867->18;81910->13
09-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->34;81867->18;81910->12
09-01-2022,S4AV0275,Device Port 2,(empty),6877->42;23299->23;25917->23
09-01-2022,PC053VFH,-,-,80734->42;84001->12
09-01-2022,S4AV0105,-,-,9986->29;15068->24;21211->22
09-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->26;4070->23;27705->17
09-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->23;81071->18;80492->5
09-01-2022,S4PL8837,-,-,7368->26;11214->19;27079->15
09-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->60;20623->36;25793->31
09-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,14681->27;23415->26;7305->26
09-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->35;6935->32;25917->7
09-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->38;20781->31;23447->30
09-01-2022,S4PL3941,-,-,23611->60;20623->36;25793->30
09-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->24;6186->18
09-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->24;21211->22
09-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->23;6186->18
09-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->26;11214->19;27079->15
09-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->29;27729->20;6395->14
09-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->40;20781->31;23447->30
09-01-2022,PC053VFB,PC Port,SEP247E12BF8BCC.asepeyo.site,84005->63
08-01-2022,S4PL8837,-,-,7368->26;11214->19;27079->15
08-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->26;4070->23;27705->17
08-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->41;1305->23;6186->18
08-01-2022,S4AV0105,-,-,9986->29;15068->25;21211->22
08-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->28;27729->20;6395->14
08-01-2022,S4AY2926,-,-,1346->41;20781->31;23447->30
08-01-2022,S4PL3873,-,-,14681->27;23415->26;7305->26
08-01-2022,S4PL8837,-,-,7368->26;11214->20;27079->15
08-01-2022,S4PL3941,-,-,23611->61;20623->36;25793->31
08-01-2022,S4PL8837,-,-,7368->26;11214->20;27079->15
08-01-2022,S4AV0105,-,-,9986->29;15068->24;21211->22
08-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,14681->27;23415->26;7305->26
08-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->26;4070->23;27705->17
08-01-2022,PC053VFH,PC Port,SEPB4A8B969C86C.asepeyo.site,80734->42;84001->11
08-01-2022,S4AY2878,-,-,81866->35;81867->18;81910->11
08-01-2022,S4AU7423,gi8,SW-AMU139V0-19,1306->30
08-01-2022,S4AU7205,-,-,81073->39;80492->17
08-01-2022,S4PL8837,-,-,7368->26;11214->20;27079->16
08-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->24;21211->23
08-01-2022,S4AV0275,-,-,6877->43;23299->23;25917->23
08-01-2022,S4AY2986,-,-,1277->27;4070->23;27705->17
08-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->36;6935->32;25917->6
08-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->62;20623->36;25793->31
08-01-2022,PC053VFH,PC Port,SEPB4A8B969C86C.asepeyo.site,80734->43;84001->10
08-01-2022,S4AY2926,-,-,1346->41;20781->31;23447->30
08-01-2022,S4PL4065,PC Port,SEP247E12BF7746.asepeyo.site,6162->27;7083->12;6129->1
08-01-2022,S4PL3873,-,-,14681->27;7305->27;23415->26
08-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->24;6186->18
08-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->24;21211->23
08-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->27;27729->20;6395->14
07-01-2022,S4PL8837,-,-,7368->27;11214->20;27079->16
07-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->27;11214->20;27079->16
07-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->27;27729->20;6395->14
07-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->27;4070->23;27705->17
07-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->23;21211->23
07-01-2022,S4PL3938,-,-,11875->40;1305->24;6188->19
07-01-2022,S4AY2926,-,-,1346->42;20781->31;23447->31
07-01-2022,S4PL3939,gi13,SW-AMU139V0-19,6344->36
07-01-2022,S4AU7137,gi12,SW-AMU139V0-36,81249->6;24673->5;26239->5
07-01-2022,S4PL4595,-,-,6669->8;6673->7;14350->6
07-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->30;6425->15;1351->12
07-01-2022,PC053VFH,-,-,80734->43;84001->9
07-01-2022,S4AU6938,gi9,SW-AMU139V0-7,15192->17;23415->17;7305->15
07-01-2022,S4PL3270,-,-,12391->37;14043->9;6061->6
07-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->62;20623->36;25793->31
07-01-2022,S4PL3953,-,-,3280->11;1366->8;27479->6
07-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->30;6425->15;1351->12
07-01-2022,S4PL4526,-,-,11091->11;81244->9;4324->8
07-01-2022,S4PL3939,gi13,SW-AMU139V0-19,6344->35
07-01-2022,PC053VEM,Device Port 2,(empty),24227->33;26589->30;80790->19
07-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->27;4070->23;27705->17
07-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->31;15068->23;21211->23
07-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->27;11214->21;27079->16
07-01-2022,S4AY2908,PC Port,SEP247E12BF77A1.asepeyo.site,10934->25;23913->20;23447->14
07-01-2022,S4AU7289,-,-,14545->35;24827->17;23331->14
07-01-2022,S4AY2908,-,-,10934->25;23913->20;23447->13
07-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->24;6188->19
07-01-2022,S4AU7083,PC Port,SEP247E12BF778A.asepeyo.site,1370->28;26307->17;27413->17
07-01-2022,S4AY2908,-,-,10934->25;23913->20;23447->12
07-01-2022,S4AU4974,gi15,SW-AMU139V0-30,26481->44;25917->9;14457->8
07-01-2022,S4AU7258,-,-,4003->36;6935->33;27665->6
07-01-2022,S4PL3873,-,-,14681->27;23415->26;7305->26
07-01-2022,S4AU6938,-,-,23415->17;15192->16;7305->15
07-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->42;20781->31;23447->31
07-01-2022,S4AU5155,-,-,9862->17;24369->5;14457->3
07-01-2022,S4AV0275,-,-,6877->45;23299->23;25917->23
07-01-2022,S4PL4554,gi2,SWITCH-INFORMATICA,1359->40
07-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->31;15068->23;21211->23
07-01-2022,S4PL8751,-,-,23613->5;1350->3;25679->3
07-01-2022,S4PL4534,-,-,27443->25;26239->6;24673->6
07-01-2022,S4PL3818,-,-,27333->10;80289->6;23877->5
07-01-2022,S4PL3818,-,-,27333->9;80289->6;23877->5
07-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->25;81071->18;80492->5
07-01-2022,S4PL3110,-,-,9938->7;6257->4;26855->3
07-01-2022,S4PL4561,gi21,SW-AMU139V0-31,26937->14;27333->3;23287->2
07-01-2022,S4PL4467,gi3,SW-AMU139V0-32,23877->4;27333->3;27443->2
07-01-2022,S4PL8837,-,-,7368->27;11214->21;27079->17
07-01-2022,S4AU9072,gi19,SW-AMU139V0-27,26937->5;25419->3;6188->3
07-01-2022,S4PL8751,-,-,23613->5;1350->4;25679->3
07-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->98;27083->41;81828->18
07-01-2022,S4AY2878,-,-,81866->36;81867->18;81910->10
07-01-2022,S4PL4705,gi5,SW-AMU139V0-31,22473->11
07-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->74;22421->21
07-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->27;4070->23;27705->17
07-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->98;27083->41;81828->18
07-01-2022,S4AU9072,gi19,SW-AMU139V0-27,26937->5;25419->3;6188->3
07-01-2022,S4AU9072,gi19,SW-AMU139V0-27,26937->5;25419->3;6188->3
07-01-2022,S4AU9072,gi19,SW-AMU139V0-27,26937->5;25419->3;6669->3
07-01-2022,S4AU7145,-,-,15131->8;20849->8;6934->8
07-01-2022,S4PL4686,-,-,26271->35;27763->4
07-01-2022,S4PL4073,gi12,SW-AMU139V0-7,12907->11;6395->11;15192->10
07-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->97;27083->42;81828->18
07-01-2022,S4AU6671,gi9,SW-AMU139V0-25,1293->30;27389->14
07-01-2022,S4PL4698,gi13,SW-AMU139V0-32,25747->34
07-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->43;1251->28;20069->1
07-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->97;27083->41;81828->18
07-01-2022,S4AU7145,-,-,15131->8;20849->8;6934->8
07-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,14681->27;23415->26;7305->26
07-01-2022,S4AU7137,gi12,SW-AMU139V0-36,81249->6;24673->5;26239->5
07-01-2022,S4AU7423,-,-,1306->30
07-01-2022,S4PL3814,-,-,21459->36
07-01-2022,S4AY3020,PC Port,SEP247E12BF84C4.asepeyo.site,23613->11;3188->10;26937->5
07-01-2022,S4AU7842,PC Port,SEPEC1D8B2A3C7E.asepeyo.site,20069->49
07-01-2022,S4PL8663,-,-,1220->28;10287->23;9124->13
07-01-2022,S4PL4056,gi16,SW-AMU139V0-28,25595->41
07-01-2022,S4AY2880,gi17,SW-AMU139V0-20,0838->35
07-01-2022,S4PL4452,gi14,SW-AMU139V0-31,12376->9;24273->8;21979->8
07-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->43;1251->28;20069->1
07-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->62;20623->36;25793->31
07-01-2022,S4PL8837,-,-,7368->27;11214->21;27079->17
07-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->23;27705->17
07-01-2022,S4PL3270,-,-,12391->37;14043->9;6061->6
07-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->97;27083->40;81828->18
07-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->25;6188->19
07-01-2022,S4PL4190,gi4,SW-AMU139V0-32,27257->39;27333->1
07-01-2022,PC053VEM,-,-,24227->33;26589->30;80790->18
07-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->35;24827->18;23331->13
07-01-2022,S4AU7096,gi16,SW-AMU139V0-31,81091->25;81071->18;80492->5
07-01-2022,S4AU6626,-,-,23701->36;23571->5;3261->2
07-01-2022,S4AU4974,-,-,26481->44;25917->9;14457->8
07-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->30;15068->23;21211->23
07-01-2022,S4AV0220,-,-,6891->30;9124->11;15501->2
07-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->41
07-01-2022,S4AU7205,-,-,81073->40;80492->16
07-01-2022,S4PL3327,-,-,20849->31;6425->15;1351->12
07-01-2022,S4AV0482,gi8,SW-AMU139V0-29,6074->28;2349->19;24369->16
07-01-2022,S4AU6671,gi9,SW-AMU139V0-25,1293->31;27389->13
07-01-2022,S4PL4917,gi2,SW-AMU139V0-31,26303->12;25679->8;23613->7
07-01-2022,S4PL4597,-,-,1340->37
07-01-2022,S4PL4753,PC Port,SEP247E12BF8722.asepeyo.site,1254->27;25433->5;15818->2
07-01-2022,S4AU7298,gi12,SW-AMU139V0-34,1309->33;9747->29
07-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->37;6935->33;27665->6
07-01-2022,S4AU6938,gi9,SW-AMU139V0-7,23415->17;7305->16;15192->15
07-01-2022,S4AY2903,gi9,SW-AMU139V0-16,26113->39
07-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->45;12777->13;23415->7
07-01-2022,S4PL8588,-,-,5370->24
07-01-2022,S4AV0275,-,-,6877->44;23299->24;25917->23
07-01-2022,S4AY2861,-,-,12072->44;9952->1
07-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->43;1251->27;20069->1
07-01-2022,S4PL4065,PC Port,SEP247E12BF7746.asepeyo.site,6162->26;7083->13;6129->1
07-01-2022,S4AY2926,-,-,1346->42;20781->31;23447->31
07-01-2022,S4AY2987,-,-,23715->46
07-01-2022,S4AY2996,gi5,SW-AMU139V0-5,11483->20;1343->3;6088->2
07-01-2022,S4AY2903,gi9,SW-AMU139V0-16,26113->38
07-01-2022,PC053VKB,PC Port,SEP247E12BF7797.asepeyo.site,27443->22;24673->11;26239->7
07-01-2022,S4AY2908,PC Port,SEP247E12BF77A1.asepeyo.site,10934->26;23913->20;1349->12
07-01-2022,S4PL3873,-,-,14681->27;23415->26;7305->26
07-01-2022,S4AV0146,-,-,12777->27;27729->20;6395->14
07-01-2022,S4PL4186,gi16,SW-AMU139V0-32,9033->15
07-01-2022,S4PL8588,gi8,SW-AMU139V0-13,5370->23
07-01-2022,S4PL0174,-,-,10023->22
07-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->73;22421->21
07-01-2022,S4PL3831,PC Port,SEPF87B204FBB03.asepeyo.site,6097->44
07-01-2022,S4PL8707,gi1,SW-AMU139V0-32,1288->36
07-01-2022,S4PL9049,PC Port,SEP247E12BF8947.asepeyo.site,6341->40
07-01-2022,S4PL3942,gi1,SW-AMU139V0-19,1330->39
07-01-2022,S4PL3941,-,-,23611->62;20623->36;25793->31
07-01-2022,S4PL8707,gi1,SW-AMU139V0-32,1288->35
07-01-2022,S4AU7149,-,-,1336->46
07-01-2022,S4AU7083,-,-,1370->29;26307->18;27413->16
07-01-2022,S4AU7083,-,-,1370->28;26307->18;27413->16
07-01-2022,S4AY2880,gi17,SW-AMU139V0-20,0838->34
07-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->23;27705->17
07-01-2022,PC053VFB,PC Port,SEP247E12BF8BCC.asepeyo.site,84005->64
07-01-2022,S4AY2926,-,-,1346->42;20781->32;23447->32
07-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->31;26809->10;26239->7
06-01-2022,S4AU9072,gi19,SW-AMU139V0-27,26937->5;9755->4;25419->3
06-01-2022,S4PL3938,-,-,11875->40;1305->24;6188->19
06-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->23;21211->23
06-01-2022,S4PL3941,-,-,23611->61;20623->36;25793->31
06-01-2022,S4PL3941,-,-,23611->61;20623->36;25793->31
06-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->23;21211->23
06-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->24;6186->19
06-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->42;20781->32;23447->32
06-01-2022,S4AV0275,-,-,6877->44;23299->23;25917->23
06-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->28;11214->21;27079->17
06-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->23;27705->17
06-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->23;27705->17
06-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->37;81867->17;81910->10
06-01-2022,S4PL3941,-,-,23611->63;20623->36;25793->31
06-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->23;21211->23
06-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->24;6186->19
06-01-2022,S4AV0275,-,-,6877->44;23299->23;25917->23
06-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->42;20781->32;23447->32
06-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,14681->28;23415->27;7305->26
06-01-2022,S4PL8837,-,-,7368->28;11214->21;27079->17
06-01-2022,S4AY2986,-,-,1277->28;4070->23;27705->17
05-01-2022,S4PL3873,-,-,14681->28;23415->27;7305->26
05-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->24;6186->19
05-01-2022,S4PL3938,-,-,11875->40;1305->24;6186->18
05-01-2022,S4PL3110,-,-,9938->7;6257->4;1230->3
05-01-2022,S4AU7096,-,-,81091->24;81071->19;81881->6
05-01-2022,S4AU7258,-,-,4003->37;6935->34;27665->6
05-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->27;27729->19;27397->14
05-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->27;27729->19;27397->14
05-01-2022,S4PL8751,Port 2,SEPDC774C952927,23613->5;1350->4;6613->4
05-01-2022,S4PL8663,-,-,1220->27;10287->23;9124->14
05-01-2022,S4AU7137,gi12,SW-AMU139V0-36,81249->6;24673->5;26239->5
05-01-2022,S4PL3941,-,-,23611->63;20623->36;25793->31
05-01-2022,S4PL3938,-,-,11875->40;1305->24;6186->18
05-01-2022,S4PL8837,-,-,7368->28;11214->21;27079->17
05-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->43;1251->27;20069->1
05-01-2022,S4PL4559,gi8,SW-AMU139V0-25,26271->17;81904->5;27763->2
05-01-2022,S4AY2986,-,-,1277->28;4070->23;27705->16
05-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->36;24827->18;23331->13
05-01-2022,S4AY3020,-,-,23613->11;3188->11;26937->5
05-01-2022,S4AY2978,-,-,1182->42
05-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->23;21211->23
05-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->31;6425->15;1351->12
05-01-2022,S4PL4067,gi5,SW-AMU139V0-25,14621->13;24673->11;27443->9
05-01-2022,S4AU4974,gi15,SW-AMU139V0-30,26481->44;25917->9;14457->8
05-01-2022,S4AV0275,Device Port 2,(empty),6877->44;23299->23;25917->23
05-01-2022,S4AU7145,-,-,6934->9;15131->8;20849->8
05-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->98;27083->40;81828->18
05-01-2022,S4PL3873,-,-,14681->28;23415->26;7305->26
05-01-2022,S4AU7083,-,-,1370->27;26307->18;27413->16
05-01-2022,S4AY2926,-,-,1346->42;20781->33;23447->32
05-01-2022,S4AU6938,gi9,SW-AMU139V0-7,23415->17;7305->16;15192->15
05-01-2022,S4AY2908,-,-,10934->25;23913->20;1349->12
05-01-2022,S4PL4698,gi13,SW-AMU139V0-32,25747->33
05-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->36;6935->34;27665->6
05-01-2022,S4PL3873,-,-,14681->28;23415->26;7305->26
05-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->35;6935->34;27665->6
05-01-2022,S4J96760,-,-,23691->34
05-01-2022,S4AU7293,-,-,6061->35;1220->2;24931->2
05-01-2022,S4PL4534,-,-,27443->26;26239->6;24673->6
05-01-2022,S4AU5155,-,-,9862->17;24369->5;14457->3
05-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->28;11214->21;27079->17
05-01-2022,S4PL4774,-,-,1366->37
05-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->23;27705->16
05-01-2022,S4AU7293,-,-,6061->35;1220->2;24931->1
05-01-2022,S4PL8751,Port 2,SEPDC774C952927,23613->5;1350->4;6613->4
05-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->28;11214->21;27079->17
05-01-2022,S4PL4188,gi3,SW-AMU139V0-33,1369->13
05-01-2022,S4PL4190,gi4,SW-AMU139V0-32,27257->37;27333->1
05-01-2022,S4PL3953,gi2,SW-AMU139V0-28,3280->12;1366->8;27479->6
05-01-2022,S4PL4705,gi5,SW-AMU139V0-31,22473->10
05-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->72;22421->21
05-01-2022,S4PL4482,gi6,SW-AMU139V0-15,20623->9;1369->5;27257->2
05-01-2022,S4PL4705,gi5,SW-AMU139V0-31,22473->9
05-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->96;27083->40;81828->18
05-01-2022,S4PL4686,-,-,26271->36;27763->3
05-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->95;27083->40;81828->18
05-01-2022,S4PL4559,-,-,26271->16;81904->5;27763->2
05-01-2022,S4PL4716,-,-,25747->8;22473->6;23603->4
05-01-2022,S4AV0275,Device Port 2,(empty),6877->44;23299->24;25917->22
05-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->11;81244->9;4324->8
05-01-2022,S4PL4072,-,-,13614->6
05-01-2022,S4PL4561,-,-,26937->14;27333->2;23287->2
05-01-2022,S4PL3951,gi9,SW-AMU139V0-26,1288->7;1340->6;24673->6
05-01-2022,S4PL3818,gi5,SW-AMU139V0-26,27333->8;80289->6;23877->5
05-01-2022,S4AY2975,-,-,22421->94;27083->40;81828->18
05-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->94;27083->39;81828->18
05-01-2022,S4PL8588,-,-,5370->22
05-01-2022,S4PL4056,gi16,SW-AMU139V0-28,25595->41
05-01-2022,S4AU9072,gi19,SW-AMU139V0-27,26937->5;9755->4;25419->3
05-01-2022,S4PL4698,gi13,SW-AMU139V0-32,25747->32
05-01-2022,S4PL4066,gi18,SW-AMU139V0-32,25397->2
05-01-2022,S4AU7145,-,-,6934->9;15131->8;20849->8
05-01-2022,S4PL4067,-,-,14621->13;24673->11;27443->9
05-01-2022,S4PL4543,-,-,1155->19;81755->5;81683->3
05-01-2022,S4PL8703,PC Port,SEP247E12BF7662.asepeyo.site,4222->32;26481->5
05-01-2022,S4PL8703,PC Port,SEP247E12BF7662.asepeyo.site,4222->32;26481->5
05-01-2022,S4PL4452,gi14,SW-AMU139V0-31,12376->9;24273->8;21979->8
05-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->42;1251->27;20069->1
05-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->41;1251->27;20069->1
05-01-2022,S4AU7842,PC Port,SEPEC1D8B2A3C7E.asepeyo.site,20069->48
05-01-2022,S4PL5076,PC Port,SEP247E12BE6F16.asepeyo.site,1230->18;23613->7;24273->7
05-01-2022,S4AU7842,-,-,20069->47
05-01-2022,S4PL4222,gi3,SW-AMU139V0-12,4037->15
05-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->40;1251->27;20069->1
05-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->28;4070->23;27705->16
05-01-2022,S4AY3020,-,-,23613->11;3188->11;26937->5
05-01-2022,S4PL4534,-,-,27443->25;26239->6;24673->6
05-01-2022,S4PL3831,-,-,6097->43
05-01-2022,S4PL4559,gi8,SW-AMU139V0-25,26271->16;81904->5;27763->1
05-01-2022,S4PL3746,gi9,SW-AMU139V0-34,27095->36
05-01-2022,S4AY2880,-,-,0838->34
05-01-2022,S4AU7137,gi12,SW-AMU139V0-36,81249->6;24673->5;26239->5
05-01-2022,S4PL4190,gi4,SW-AMU139V0-32,27257->36;27333->1
05-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->84
05-01-2022,PC053VEM,-,-,24227->33;26589->29;80790->18
05-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->40;1305->24;6186->18
05-01-2022,S4PL3270,-,-,12391->38;14043->8;6061->6
05-01-2022,S4AU6671,gi9,SW-AMU139V0-25,1293->31;27389->12
05-01-2022,S4PL3941,-,-,23611->62;20623->36;25793->32
05-01-2022,S4AU4974,-,-,26481->43;10047->9;25917->9
05-01-2022,S4PL8703,-,-,4222->30;26481->5
05-01-2022,S4PL4073,gi12,SW-AMU139V0-7,12907->11;6395->11;15192->10
05-01-2022,S4AV0220,-,-,6891->30;9124->11;15501->2
05-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->36;24827->18;23331->12
05-01-2022,PC0A85PK,-,-,1155->2;23331->2;23311->1
05-01-2022,S4AU5084,-,-,9862->39;1251->27;20069->1
05-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->94;27083->38;81828->18
05-01-2022,S4J96760,PC Port,SEPB4A8B969C993.asepeyo.site,23691->33
05-01-2022,PC053VFH,-,-,80734->44;84001->8
05-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->41
05-01-2022,S4AV0482,gi8,SW-AMU139V0-29,6074->28;2349->18;24369->16
05-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->83
05-01-2022,S4PL3873,-,-,14681->28;23415->26;7305->26
05-01-2022,S4AU6626,PC Port,SEP2C0BE904B2E3.asepeyo.site,23701->36;23571->5;3261->2
05-01-2022,S4AU7205,-,-,81073->41;80492->15;81071->1
05-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->44;12777->13;23415->7
05-01-2022,S4PL3873,-,-,14681->28;23415->26;7305->26
05-01-2022,S4AY2926,-,-,1346->42;20781->33;23447->32
05-01-2022,S4PL3327,-,-,20849->31;6425->15;1351->12
05-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->71;22421->21
05-01-2022,S4PL8693,gi10,SW-AMU139V0-12,3127->19
05-01-2022,PC053VKB,-,-,27443->22;24673->11;26239->7
05-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->27;27729->19;27397->15
05-01-2022,S4AY2996,-,-,11483->19;1343->3;6088->2
05-01-2022,S4PL4917,-,-,26303->12;25679->8;23613->6
05-01-2022,S4AY2908,-,-,10934->25;23913->20;1349->12
05-01-2022,S4AU7298,gi12,SW-AMU139V0-34,1309->33;9747->29
05-01-2022,S4PL4065,PC Port,SEP247E12BF7746.asepeyo.site,6162->25;7083->13;6129->1
